Timestamp | Device_ID | Temperature (Celsius) | Status
2026-09-22 04:28:22 | WARD_B_TEMP_02 | 34.7 | CRITICAL
2026-09-22 04:28:22 | WARD_B_TEMP_03 | 35.4 | CRITICAL
2026-09-22 04:28:22 | WARD_B_TEMP_04 | 39.8 | CRITICAL
2026-09-22 04:28:22 | WARD_B_TEMP_05 | 38.2 | CRITICAL
2026-09-22 04:28:23 | WARD_B_TEMP_01 | 38.1 | CRITICAL
2026-09-22 04:28:23 | WARD_B_TEMP_02 | 37.2 | NORMAL
2026-09-22 04:28:23 | WARD_B_TEMP_03 | 40.0 | CRITICAL
2026-09-22 04:28:23 | WARD_B_TEMP_04 | 36.3 | NORMAL
2026-09-22 04:28:23 | WARD_B_TEMP_05 | 38.0 | WARNING
2026-09-22 04:28:24 | WARD_B_TEMP_01 | 35.9 | NORMAL
2026-09-22 04:28:24 | WARD_B_TEMP_02 | 37.5 | WARNING
2026-09-22 04:28:24 | WARD_B_TEMP_03 | 37.9 | WARNING
2026-09-22 04:28:24 | WARD_B_TEMP_04 | 35.3 | CRITICAL
2026-09-22 04:28:24 | WARD_B_TEMP_05 | 39.5 | CRITICAL
2026-09-22 04:28:25 | WARD_B_TEMP_01 | 36.4 | NORMAL
2026-09-22 04:28:25 | WARD_B_TEMP_02 | 38.8 | CRITICAL
2026-09-22 04:28:25 | WARD_B_TEMP_03 | 40.4 | CRITICAL
2026-09-22 04:28:25 | WARD_B_TEMP_04 | 35.9 | NORMAL
2026-09-22 04:28:25 | WARD_B_TEMP_05 | 35.5 | NORMAL
2026-09-22 04:28:26 | WARD_B_TEMP_01 | 39.3 | CRITICAL
2026-09-22 04:28:26 | WARD_B_TEMP_02 | 36.5 | NORMAL
2026-09-22 04:28:26 | WARD_B_TEMP_03 | 39.4 | CRITICAL
2026-09-22 04:28:26 | WARD_B_TEMP_04 | 36.2 | NORMAL
2026-09-22 04:28:26 | WARD_B_TEMP_05 | 37.5 | WARNING
2026-09-22 04:28:27 | WARD_B_TEMP_01 | 39.2 | CRITICAL
2026-09-22 04:28:27 | WARD_B_TEMP_02 | 35.8 | NORMAL
2026-09-22 04:28:27 | WARD_B_TEMP_03 | 39.5 | CRITICAL
2026-09-22 04:28:27 | WARD_B_TEMP_04 | 40.2 | CRITICAL
2026-09-22 04:28:27 | WARD_B_TEMP_05 | 37.8 | WARNING
2026-09-22 04:28:28 | WARD_B_TEMP_01 | 39.2 | CRITICAL
2026-09-22 04:28:28 | WARD_B_TEMP_02 | 38.6 | CRITICAL
2026-09-22 04:28:28 | WARD_B_TEMP_03 | 35.6 | NORMAL
2026-09-22 04:28:28 | WARD_B_TEMP_04 | 34.6 | CRITICAL
2026-09-22 04:28:28 | WARD_B_TEMP_05 | 35.3 | CRITICAL
2026-09-22 04:28:29 | WARD_B_TEMP_01 | 36.6 | NORMAL
2026-09-22 04:28:29 | WARD_B_TEMP_02 | 34.5 | CRITICAL
2026-09-22 04:28:29 | WARD_B_TEMP_03 | 38.9 | CRITICAL
2026-09-22 04:28:29 | WARD_B_TEMP_04 | 35.6 | NORMAL
2026-09-22 04:28:29 | WARD_B_TEMP_05 | 37.5 | WARNING
2026-09-22 04:28:30 | WARD_B_TEMP_01 | 35.4 | CRITICAL
2026-09-22 04:28:30 | WARD_B_TEMP_02 | 36.9 | NORMAL
2026-09-22 04:28:30 | WARD_B_TEMP_03 | 38.0 | WARNING
2026-09-22 04:28:30 | WARD_B_TEMP_04 | 37.5 | WARNING
2026-09-22 04:28:30 | WARD_B_TEMP_05 | 37.8 | WARNING
2026-09-22 04:28:31 | WARD_B_TEMP_01 | 36.6 | NORMAL
2026-09-22 04:28:31 | WARD_B_TEMP_02 | 37.9 | WARNING
2026-09-22 04:28:31 | WARD_B_TEMP_03 | 36.6 | NORMAL
2026-09-22 04:28:31 | WARD_B_TEMP_04 | 37.9 | WARNING
2026-09-22 04:28:31 | WARD_B_TEMP_05 | 39.4 | CRITICAL
2026-09-22 04:28:32 | WARD_B_TEMP_01 | 37.3 | NORMAL
2026-09-22 04:28:32 | WARD_B_TEMP_02 | 37.1 | NORMAL
2026-09-22 04:28:32 | WARD_B_TEMP_03 | 35.0 | CRITICAL
2026-09-22 04:28:32 | WARD_B_TEMP_04 | 40.2 | CRITICAL
2026-09-22 04:28:32 | WARD_B_TEMP_05 | 36.0 | NORMAL
2026-09-22 04:28:33 | WARD_B_TEMP_01 | 36.7 | NORMAL
2026-09-22 04:28:33 | WARD_B_TEMP_02 | 39.5 | CRITICAL
2026-09-22 04:28:33 | WARD_B_TEMP_03 | 37.3 | NORMAL
2026-09-22 04:28:33 | WARD_B_TEMP_04 | 36.6 | NORMAL
2026-09-22 04:28:33 | WARD_B_TEMP_05 | 37.7 | WARNING
2026-09-22 04:28:34 | WARD_B_TEMP_01 | 37.7 | WARNING
2026-09-22 04:28:34 | WARD_B_TEMP_02 | 34.6 | CRITICAL
2026-09-22 04:28:34 | WARD_B_TEMP_03 | 37.2 | NORMAL
2026-09-22 04:28:34 | WARD_B_TEMP_04 | 37.5 | WARNING
2026-09-22 04:28:34 | WARD_B_TEMP_05 | 38.8 | CRITICAL
2026-09-22 04:28:35 | WARD_B_TEMP_01 | 35.9 | NORMAL
2026-09-22 04:28:35 | WARD_B_TEMP_02 | 37.9 | WARNING
2026-09-22 04:28:35 | WARD_B_TEMP_03 | 40.2 | CRITICAL
2026-09-22 04:28:35 | WARD_B_TEMP_04 | 39.5 | CRITICAL
2026-09-22 04:28:35 | WARD_B_TEMP_05 | 38.2 | CRITICAL
2026-09-22 04:28:36 | WARD_B_TEMP_01 | 35.8 | NORMAL
2026-09-22 04:28:36 | WARD_B_TEMP_02 | 37.3 | NORMAL
2026-09-22 04:28:36 | WARD_B_TEMP_03 | 34.9 | CRITICAL
2026-09-22 04:28:36 | WARD_B_TEMP_04 | 39.2 | CRITICAL
2026-09-22 04:28:36 | WARD_B_TEMP_05 | 34.7 | CRITICAL
2026-09-22 04:28:37 | WARD_B_TEMP_01 | 38.1 | CRITICAL
2026-09-22 04:28:37 | WARD_B_TEMP_02 | 38.2 | CRITICAL
2026-09-22 04:28:37 | WARD_B_TEMP_03 | 36.1 | NORMAL
2026-09-22 04:28:37 | WARD_B_TEMP_04 | 39.8 | CRITICAL
2026-09-22 04:28:37 | WARD_B_TEMP_05 | 39.1 | CRITICAL
2026-09-22 04:28:38 | WARD_B_TEMP_01 | 36.8 | NORMAL
2026-09-22 04:28:38 | WARD_B_TEMP_02 | 36.5 | NORMAL
2026-09-22 04:28:38 | WARD_B_TEMP_03 | 37.7 | WARNING
2026-09-22 04:28:38 | WARD_B_TEMP_04 | 35.8 | NORMAL
2026-09-22 04:28:38 | WARD_B_TEMP_05 | 36.5 | NORMAL
2026-09-22 04:28:39 | WARD_B_TEMP_01 | 36.7 | NORMAL
2026-09-22 04:28:39 | WARD_B_TEMP_02 | 35.7 | NORMAL
2026-09-22 04:28:39 | WARD_B_TEMP_03 | 34.8 | CRITICAL
2026-09-22 04:28:39 | WARD_B_TEMP_04 | 36.6 | NORMAL
2026-09-22 04:28:39 | WARD_B_TEMP_05 | 38.5 | CRITICAL
2026-09-22 04:28:40 | WARD_B_TEMP_01 | 37.3 | NORMAL
2026-09-22 04:28:40 | WARD_B_TEMP_02 | 37.1 | NORMAL
2026-09-22 04:28:40 | WARD_B_TEMP_03 | 37.8 | WARNING
2026-09-22 04:28:40 | WARD_B_TEMP_04 | 40.2 | CRITICAL
2026-09-22 04:28:40 | WARD_B_TEMP_05 | 37.9 | WARNING
2026-09-22 04:28:41 | WARD_B_TEMP_01 | 37.1 | NORMAL
2026-09-22 04:28:41 | WARD_B_TEMP_02 | 40.3 | CRITICAL
2026-09-22 04:28:41 | WARD_B_TEMP_03 | 40.0 | CRITICAL
2026-09-22 04:28:41 | WARD_B_TEMP_04 | 39.8 | CRITICAL
2026-09-22 04:28:41 | WARD_B_TEMP_05 | 34.6 | CRITICAL
2026-09-22 04:28:42 | WARD_B_TEMP_01 | 38.8 | CRITICAL
2026-09-22 04:28:42 | WARD_B_TEMP_02 | 36.2 | NORMAL
2026-09-22 04:28:42 | WARD_B_TEMP_03 | 36.9 | NORMAL
2026-09-22 04:28:42 | WARD_B_TEMP_04 | 37.5 | WARNING
2026-09-22 04:28:42 | WARD_B_TEMP_05 | 35.6 | NORMAL
2026-09-22 04:28:43 | WARD_B_TEMP_01 | 35.2 | CRITICAL
2026-09-22 04:28:43 | WARD_B_TEMP_02 | 39.0 | CRITICAL
2026-09-22 04:28:43 | WARD_B_TEMP_03 | 38.9 | CRITICAL
2026-09-22 04:28:43 | WARD_B_TEMP_04 | 36.7 | NORMAL
2026-09-22 04:28:43 | WARD_B_TEMP_05 | 37.7 | WARNING
2026-09-22 04:28:44 | WARD_B_TEMP_01 | 36.7 | NORMAL
2026-09-22 04:28:44 | WARD_B_TEMP_02 | 36.3 | NORMAL
2026-09-22 04:28:44 | WARD_B_TEMP_03 | 37.7 | WARNING
2026-09-22 04:28:44 | WARD_B_TEMP_04 | 37.8 | WARNING
2026-09-22 04:28:44 | WARD_B_TEMP_05 | 36.8 | NORMAL
2026-09-22 04:28:45 | WARD_B_TEMP_01 | 39.5 | CRITICAL
2026-09-22 04:28:45 | WARD_B_TEMP_02 | 36.4 | NORMAL
2026-09-22 04:28:45 | WARD_B_TEMP_03 | 34.7 | CRITICAL
2026-09-22 04:28:45 | WARD_B_TEMP_04 | 39.4 | CRITICAL
2026-09-22 04:28:45 | WARD_B_TEMP_05 | 40.2 | CRITICAL
2026-09-22 04:28:46 | WARD_B_TEMP_01 | 35.0 | CRITICAL
2026-09-22 04:28:46 | WARD_B_TEMP_02 | 35.3 | CRITICAL
2026-09-22 04:28:46 | WARD_B_TEMP_03 | 36.2 | NORMAL
2026-09-22 04:28:46 | WARD_B_TEMP_04 | 38.8 | CRITICAL
2026-09-22 04:28:46 | WARD_B_TEMP_05 | 36.8 | NORMAL
2026-09-22 04:28:47 | WARD_B_TEMP_01 | 39.6 | CRITICAL
2026-09-22 04:28:47 | WARD_B_TEMP_02 | 39.8 | CRITICAL
2026-09-22 04:28:47 | WARD_B_TEMP_03 | 39.8 | CRITICAL
2026-09-22 04:28:47 | WARD_B_TEMP_04 | 40.2 | CRITICAL
2026-09-22 04:28:47 | WARD_B_TEMP_05 | 38.8 | CRITICAL
2026-09-22 04:28:48 | WARD_B_TEMP_01 | 38.7 | CRITICAL
2026-09-22 04:28:48 | WARD_B_TEMP_02 | 40.3 | CRITICAL
2026-09-22 04:28:48 | WARD_B_TEMP_03 | 39.5 | CRITICAL
2026-09-22 04:28:48 | WARD_B_TEMP_04 | 35.1 | CRITICAL
2026-09-22 04:28:48 | WARD_B_TEMP_05 | 38.4 | CRITICAL
2026-09-22 04:31:44 | WARD_B_TEMP_01 | 35.4 | CRITICAL
2026-09-22 04:31:44 | WARD_B_TEMP_02 | 39.2 | CRITICAL
2026-09-22 04:31:44 | WARD_B_TEMP_03 | 37.9 | WARNING
2026-09-22 04:31:44 | WARD_B_TEMP_04 | 36.6 | NORMAL
2026-09-22 04:31:44 | WARD_B_TEMP_05 | 35.0 | CRITICAL
2026-09-22 04:31:45 | WARD_B_TEMP_01 | 36.3 | NORMAL
2026-09-22 04:31:45 | WARD_B_TEMP_02 | 35.8 | NORMAL
2026-09-22 04:31:45 | WARD_B_TEMP_03 | 39.8 | CRITICAL
2026-09-22 04:31:45 | WARD_B_TEMP_04 | 34.7 | CRITICAL
2026-09-22 04:31:45 | WARD_B_TEMP_05 | 36.3 | NORMAL
2026-09-22 04:31:46 | WARD_B_TEMP_01 | 37.4 | NORMAL
2026-09-22 04:31:46 | WARD_B_TEMP_02 | 39.9 | CRITICAL
2026-09-22 04:31:46 | WARD_B_TEMP_03 | 36.4 | NORMAL
2026-09-22 04:31:46 | WARD_B_TEMP_04 | 37.9 | WARNING
2026-09-22 04:31:46 | WARD_B_TEMP_05 | 35.8 | NORMAL
2026-09-22 04:31:47 | WARD_B_TEMP_01 | 36.8 | NORMAL
2026-09-22 04:31:47 | WARD_B_TEMP_02 | 38.5 | CRITICAL
2026-09-22 04:31:47 | WARD_B_TEMP_03 | 37.2 | NORMAL
2026-09-22 04:31:47 | WARD_B_TEMP_04 | 39.0 | CRITICAL
2026-09-22 04:31:47 | WARD_B_TEMP_05 | 36.1 | NORMAL
2026-09-22 04:31:48 | WARD_B_TEMP_01 | 39.5 | CRITICAL
2026-09-22 04:31:48 | WARD_B_TEMP_02 | 36.0 | NORMAL
2026-09-22 04:31:48 | WARD_B_TEMP_03 | 36.1 | NORMAL
2026-09-22 04:31:48 | WARD_B_TEMP_04 | 34.9 | CRITICAL
2026-09-22 04:31:48 | WARD_B_TEMP_05 | 35.3 | CRITICAL
2026-09-22 04:31:49 | WARD_B_TEMP_01 | 37.5 | WARNING
2026-09-22 04:31:49 | WARD_B_TEMP_02 | 34.5 | CRITICAL
2026-09-22 04:31:49 | WARD_B_TEMP_03 | 38.4 | CRITICAL
2026-09-22 04:31:49 | WARD_B_TEMP_04 | 39.9 | CRITICAL
2026-09-22 04:31:49 | WARD_B_TEMP_05 | 36.6 | NORMAL
2026-09-22 04:31:50 | WARD_B_TEMP_01 | 36.4 | NORMAL
2026-09-22 04:31:50 | WARD_B_TEMP_02 | 34.9 | CRITICAL
2026-09-22 04:31:50 | WARD_B_TEMP_03 | 36.2 | NORMAL
2026-09-22 04:31:50 | WARD_B_TEMP_04 | 39.7 | CRITICAL
2026-09-22 04:31:50 | WARD_B_TEMP_05 | 38.6 | CRITICAL
2026-09-22 04:31:51 | WARD_B_TEMP_01 | 38.7 | CRITICAL
2026-09-22 04:31:51 | WARD_B_TEMP_02 | 36.9 | NORMAL
2026-09-22 04:31:51 | WARD_B_TEMP_03 | 36.7 | NORMAL
2026-09-22 04:31:51 | WARD_B_TEMP_04 | 39.6 | CRITICAL
2026-09-22 04:31:51 | WARD_B_TEMP_05 | 39.0 | CRITICAL
2026-09-22 04:31:52 | WARD_B_TEMP_01 | 39.3 | CRITICAL
2026-09-22 04:31:52 | WARD_B_TEMP_02 | 37.8 | WARNING
2026-09-22 04:31:52 | WARD_B_TEMP_03 | 40.2 | CRITICAL
2026-09-22 04:31:52 | WARD_B_TEMP_04 | 37.7 | WARNING
2026-09-22 04:31:52 | WARD_B_TEMP_05 | 38.3 | CRITICAL
2026-09-22 04:31:53 | WARD_B_TEMP_01 | 35.2 | CRITICAL
2026-09-22 04:31:53 | WARD_B_TEMP_02 | 39.1 | CRITICAL
2026-09-22 04:31:53 | WARD_B_TEMP_03 | 38.3 | CRITICAL
2026-09-22 04:31:53 | WARD_B_TEMP_04 | 36.2 | NORMAL
2026-09-22 04:31:53 | WARD_B_TEMP_05 | 38.2 | CRITICAL
2026-09-22 04:31:54 | WARD_B_TEMP_01 | 35.9 | NORMAL
2026-09-22 04:31:54 | WARD_B_TEMP_02 | 36.9 | NORMAL
2026-09-22 04:31:54 | WARD_B_TEMP_03 | 37.9 | WARNING
2026-09-22 04:31:54 | WARD_B_TEMP_04 | 34.5 | CRITICAL
2026-09-22 04:31:54 | WARD_B_TEMP_05 | 38.9 | CRITICAL
2026-09-22 04:31:55 | WARD_B_TEMP_01 | 35.8 | NORMAL
2026-09-22 04:31:55 | WARD_B_TEMP_02 | 34.7 | CRITICAL
2026-09-22 04:31:55 | WARD_B_TEMP_03 | 39.7 | CRITICAL
2026-09-22 04:31:55 | WARD_B_TEMP_04 | 40.0 | CRITICAL
2026-09-22 04:31:55 | WARD_B_TEMP_05 | 37.4 | NORMAL
2026-09-22 04:31:56 | WARD_B_TEMP_01 | 37.7 | WARNING
2026-09-22 04:31:56 | WARD_B_TEMP_02 | 37.9 | WARNING
2026-09-22 04:31:56 | WARD_B_TEMP_03 | 34.9 | CRITICAL
2026-09-22 04:31:56 | WARD_B_TEMP_04 | 35.5 | NORMAL
2026-09-22 04:31:56 | WARD_B_TEMP_05 | 35.7 | NORMAL
2026-09-22 04:31:57 | WARD_B_TEMP_01 | 39.0 | CRITICAL
2026-09-22 04:31:57 | WARD_B_TEMP_02 | 34.9 | CRITICAL
2026-09-22 04:31:57 | WARD_B_TEMP_03 | 39.1 | CRITICAL
2026-09-22 04:31:57 | WARD_B_TEMP_04 | 34.7 | CRITICAL
2026-09-22 04:31:57 | WARD_B_TEMP_05 | 39.5 | CRITICAL
2026-09-22 04:31:58 | WARD_B_TEMP_01 | 35.3 | CRITICAL
2026-09-22 04:31:58 | WARD_B_TEMP_02 | 39.0 | CRITICAL
2026-09-22 04:31:58 | WARD_B_TEMP_03 | 37.2 | NORMAL
2026-09-22 04:31:58 | WARD_B_TEMP_04 | 37.5 | WARNING
2026-09-22 04:31:58 | WARD_B_TEMP_05 | 39.2 | CRITICAL
2026-09-22 04:31:59 | WARD_B_TEMP_01 | 36.7 | NORMAL
2026-09-22 04:31:59 | WARD_B_TEMP_02 | 38.8 | CRITICAL
2026-09-22 04:31:59 | WARD_B_TEMP_03 | 39.3 | CRITICAL
2026-09-22 04:31:59 | WARD_B_TEMP_04 | 37.1 | NORMAL
2026-09-22 04:31:59 | WARD_B_TEMP_05 | 40.0 | CRITICAL
2026-09-22 04:32:00 | WARD_B_TEMP_01 | 40.0 | CRITICAL
2026-09-22 04:32:00 | WARD_B_TEMP_02 | 39.0 | CRITICAL
2026-09-22 04:32:00 | WARD_B_TEMP_03 | 40.0 | CRITICAL
2026-09-22 04:32:00 | WARD_B_TEMP_04 | 36.8 | NORMAL
2026-09-22 04:32:00 | WARD_B_TEMP_05 | 36.0 | NORMAL
2026-09-22 04:32:01 | WARD_B_TEMP_01 | 40.1 | CRITICAL
2026-09-22 04:32:01 | WARD_B_TEMP_02 | 37.9 | WARNING
2026-09-22 04:32:01 | WARD_B_TEMP_03 | 37.1 | NORMAL
2026-09-22 04:32:01 | WARD_B_TEMP_04 | 35.8 | NORMAL
2026-09-22 04:32:01 | WARD_B_TEMP_05 | 35.3 | CRITICAL
2026-09-22 04:32:02 | WARD_B_TEMP_01 | 38.2 | CRITICAL
2026-09-22 04:32:02 | WARD_B_TEMP_02 | 40.2 | CRITICAL
2026-09-22 04:32:02 | WARD_B_TEMP_03 | 39.8 | CRITICAL
2026-09-22 04:32:02 | WARD_B_TEMP_04 | 39.7 | CRITICAL
2026-09-22 04:32:02 | WARD_B_TEMP_05 | 34.7 | CRITICAL
2026-09-22 04:32:03 | WARD_B_TEMP_01 | 39.0 | CRITICAL
2026-09-22 04:32:03 | WARD_B_TEMP_02 | 38.8 | CRITICAL
2026-09-22 04:32:03 | WARD_B_TEMP_03 | 39.2 | CRITICAL
2026-09-22 04:32:03 | WARD_B_TEMP_04 | 35.0 | CRITICAL
2026-09-22 04:32:03 | WARD_B_TEMP_05 | 37.5 | WARNING
2026-09-22 04:32:04 | WARD_B_TEMP_01 | 39.9 | CRITICAL
2026-09-22 04:32:04 | WARD_B_TEMP_02 | 36.2 | NORMAL
2026-09-22 04:32:04 | WARD_B_TEMP_03 | 39.3 | CRITICAL
2026-09-22 04:32:04 | WARD_B_TEMP_04 | 38.6 | CRITICAL
2026-09-22 04:32:04 | WARD_B_TEMP_05 | 37.3 | NORMAL
2026-09-22 04:32:05 | WARD_B_TEMP_01 | 37.5 | WARNING
2026-09-22 04:32:05 | WARD_B_TEMP_02 | 39.0 | CRITICAL
2026-09-22 04:32:05 | WARD_B_TEMP_03 | 35.9 | NORMAL
2026-09-22 04:32:05 | WARD_B_TEMP_04 | 38.0 | WARNING
2026-09-22 04:32:05 | WARD_B_TEMP_05 | 37.6 | WARNING
2026-09-22 04:32:06 | WARD_B_TEMP_01 | 38.3 | CRITICAL
2026-09-22 04:32:06 | WARD_B_TEMP_02 | 39.5 | CRITICAL
2026-09-22 04:32:06 | WARD_B_TEMP_03 | 39.3 | CRITICAL
2026-09-22 04:32:06 | WARD_B_TEMP_04 | 35.4 | CRITICAL
2026-09-22 04:32:06 | WARD_B_TEMP_05 | 38.7 | CRITICAL
2026-09-22 04:32:07 | WARD_B_TEMP_01 | 36.0 | NORMAL
2026-09-22 04:32:07 | WARD_B_TEMP_02 | 36.1 | NORMAL
2026-09-22 04:32:07 | WARD_B_TEMP_03 | 38.2 | CRITICAL
2026-09-22 04:32:07 | WARD_B_TEMP_04 | 40.0 | CRITICAL
2026-09-22 04:32:07 | WARD_B_TEMP_05 | 39.2 | CRITICAL
2026-09-22 04:32:08 | WARD_B_TEMP_01 | 40.4 | CRITICAL
2026-09-22 04:32:08 | WARD_B_TEMP_02 | 35.1 | CRITICAL
2026-09-22 04:32:08 | WARD_B_TEMP_03 | 36.4 | NORMAL
2026-09-22 04:32:08 | WARD_B_TEMP_04 | 34.7 | CRITICAL
2026-09-22 04:32:08 | WARD_B_TEMP_05 | 34.9 | CRITICAL
2026-09-22 04:32:09 | WARD_B_TEMP_01 | 38.8 | CRITICAL
2026-09-22 04:32:09 | WARD_B_TEMP_02 | 37.1 | NORMAL
2026-09-22 04:32:09 | WARD_B_TEMP_03 | 35.7 | NORMAL
2026-09-22 04:32:09 | WARD_B_TEMP_04 | 36.5 | NORMAL
2026-09-22 04:32:09 | WARD_B_TEMP_05 | 39.2 | CRITICAL
2026-09-22 04:32:10 | WARD_B_TEMP_01 | 34.5 | CRITICAL
2026-09-22 04:32:10 | WARD_B_TEMP_02 | 37.8 | WARNING
2026-09-22 04:32:10 | WARD_B_TEMP_03 | 37.1 | NORMAL
2026-09-22 04:32:10 | WARD_B_TEMP_04 | 37.3 | NORMAL
2026-09-22 04:32:10 | WARD_B_TEMP_05 | 39.9 | CRITICAL
2026-09-22 04:32:11 | WARD_B_TEMP_01 | 40.5 | CRITICAL
2026-09-22 04:32:11 | WARD_B_TEMP_02 | 35.4 | CRITICAL
2026-09-22 04:32:11 | WARD_B_TEMP_03 | 37.7 | WARNING
2026-09-22 04:32:11 | WARD_B_TEMP_04 | 34.8 | CRITICAL
2026-09-22 04:32:11 | WARD_B_TEMP_05 | 35.6 | NORMAL
2026-09-22 04:32:12 | WARD_B_TEMP_01 | 35.3 | CRITICAL
2026-09-22 04:32:12 | WARD_B_TEMP_02 | 36.8 | NORMAL
2026-09-22 04:32:12 | WARD_B_TEMP_03 | 38.2 | CRITICAL
2026-09-22 04:32:12 | WARD_B_TEMP_04 | 37.5 | WARNING
2026-09-22 04:32:12 | WARD_B_TEMP_05 | 34.6 | CRITICAL
2026-09-22 04:32:13 | WARD_B_TEMP_01 | 40.0 | CRITICAL
2026-09-22 04:32:13 | WARD_B_TEMP_02 | 38.7 | CRITICAL
2026-09-22 04:32:13 | WARD_B_TEMP_03 | 35.2 | CRITICAL
2026-09-22 04:32:13 | WARD_B_TEMP_04 | 36.2 | NORMAL
2026-09-22 04:32:13 | WARD_B_TEMP_05 | 34.9 | CRITICAL
2026-09-22 04:32:14 | WARD_B_TEMP_01 | 38.8 | CRITICAL
2026-09-22 04:32:14 | WARD_B_TEMP_02 | 38.6 | CRITICAL
2026-09-22 04:32:14 | WARD_B_TEMP_03 | 35.1 | CRITICAL
2026-09-22 04:32:14 | WARD_B_TEMP_04 | 35.0 | CRITICAL
2026-09-22 04:32:14 | WARD_B_TEMP_05 | 34.7 | CRITICAL
2026-09-22 04:32:15 | WARD_B_TEMP_01 | 37.9 | WARNING
2026-09-22 04:32:15 | WARD_B_TEMP_02 | 40.0 | CRITICAL
2026-09-22 04:32:15 | WARD_B_TEMP_03 | 38.2 | CRITICAL
2026-09-22 04:32:15 | WARD_B_TEMP_04 | 39.3 | CRITICAL
2026-09-22 04:32:15 | WARD_B_TEMP_05 | 39.8 | CRITICAL
2026-09-22 04:32:16 | WARD_B_TEMP_01 | 35.2 | CRITICAL
2026-09-22 04:32:16 | WARD_B_TEMP_02 | 36.1 | NORMAL
2026-09-22 04:32:16 | WARD_B_TEMP_03 | 39.1 | CRITICAL
2026-09-22 04:32:16 | WARD_B_TEMP_04 | 36.8 | NORMAL
2026-09-22 04:32:16 | WARD_B_TEMP_05 | 38.6 | CRITICAL
2026-09-22 04:32:17 | WARD_B_TEMP_01 | 38.9 | CRITICAL
2026-09-22 04:32:17 | WARD_B_TEMP_02 | 35.5 | NORMAL
2026-09-22 04:32:17 | WARD_B_TEMP_03 | 38.9 | CRITICAL
2026-09-22 04:32:17 | WARD_B_TEMP_04 | 37.1 | NORMAL
2026-09-22 04:32:17 | WARD_B_TEMP_05 | 38.3 | CRITICAL
2026-09-22 04:32:18 | WARD_B_TEMP_01 | 39.1 | CRITICAL
2026-09-22 04:32:18 | WARD_B_TEMP_02 | 38.2 | CRITICAL
2026-09-22 04:32:18 | WARD_B_TEMP_03 | 34.9 | CRITICAL
2026-09-22 04:32:18 | WARD_B_TEMP_04 | 37.2 | NORMAL
2026-09-22 04:32:18 | WARD_B_TEMP_05 | 36.5 | NORMAL
2026-09-22 04:32:19 | WARD_B_TEMP_01 | 34.7 | CRITICAL
2026-09-22 04:32:19 | WARD_B_TEMP_02 | 36.1 | NORMAL
2026-09-22 04:32:19 | WARD_B_TEMP_03 | 38.1 | CRITICAL
2026-09-22 04:32:19 | WARD_B_TEMP_04 | 35.9 | NORMAL
